StateID,TemporalPropertyID,TemporalPropertyName,MethodName,BinID,BinLabel,BinFrom,BinTo
1,1,NewInsulin,TD4C_KL5,1,Low,7.5,7.5
2,1,NewInsulin,TD4C_KL5,2,Medium1,7.5,37.5
3,1,NewInsulin,TD4C_KL5,3,Medium2,37.5,37.5
4,1,NewInsulin,TD4C_KL5,4,Medium3,37.5,37.5
5,1,NewInsulin,TD4C_KL5,5,High,37.5,150
6,2,OldInsulin,TD4C_KL5,1,Low,25,25
7,2,OldInsulin,TD4C_KL5,2,Medium1,25,29.1666666666667
8,2,OldInsulin,TD4C_KL5,3,Medium2,29.1666666666667,37.5
9,2,OldInsulin,TD4C_KL5,4,Medium3,37.5,37.5
10,2,OldInsulin,TD4C_KL5,5,High,37.5,150
11,3,Oral,TD4C_KL5,1,Low,0.43,12.9
12,3,Oral,TD4C_KL5,2,Medium1,12.9,12.9
13,3,Oral,TD4C_KL5,3,Medium2,12.9,12.9
14,3,Oral,TD4C_KL5,4,Medium3,12.9,25.8
15,3,Oral,TD4C_KL5,5,High,25.8,231.6
16,4,BetaBlockers,TD4C_KL5,1,Low,0.33,9.9
17,4,BetaBlockers,TD4C_KL5,2,Medium1,9.9,9.9
18,4,BetaBlockers,TD4C_KL5,3,Medium2,9.9,39.9
19,4,BetaBlockers,TD4C_KL5,4,Medium3,39.9,40.2
20,4,BetaBlockers,TD4C_KL5,5,High,40.2,239.4
21,5,CCB,TD4C_KL5,1,Low,1,15.3
22,5,CCB,TD4C_KL5,2,Medium1,15.3,20.1
23,5,CCB,TD4C_KL5,3,Medium2,20.1,30
24,5,CCB,TD4C_KL5,4,Medium3,30,30
25,5,CCB,TD4C_KL5,5,High,30,270
26,6,Other,TD4C_KL5,1,Low,0.5,21
27,6,Other,TD4C_KL5,2,Medium1,21,33.75
28,6,Other,TD4C_KL5,3,Medium2,33.75,48
29,6,Other,TD4C_KL5,4,Medium3,48,60.7360000000001
30,6,Other,TD4C_KL5,5,High,60.7360000000001,377.2
31,7,Statins1,TD4C_KL5,1,Low,1,30
32,7,Statins1,TD4C_KL5,2,Medium1,30,37.24
33,7,Statins1,TD4C_KL5,3,Medium2,37.24,40.2
34,7,Statins1,TD4C_KL5,4,Medium3,40.2,80.1
35,7,Statins1,TD4C_KL5,5,High,80.1,480
36,8,Statins2,TD4C_KL5,1,Low,0.67,9.9
37,8,Statins2,TD4C_KL5,2,Medium1,9.9,9.9
38,8,Statins2,TD4C_KL5,3,Medium2,9.9,19.8
39,8,Statins2,TD4C_KL5,4,Medium3,19.8,20.1
40,8,Statins2,TD4C_KL5,5,High,20.1,80.4
41,9,Ace1,TD4C_KL5,1,Low,2.5,22.5
42,9,Ace1,TD4C_KL5,2,Medium1,22.5,30
43,9,Ace1,TD4C_KL5,3,Medium2,30,45
44,9,Ace1,TD4C_KL5,4,Medium3,45,120
45,9,Ace1,TD4C_KL5,5,High,120,373.52
46,39,HBA1C_FULL,TD4C_KL5,1,Low,3.9,5.9
47,39,HBA1C_FULL,TD4C_KL5,2,Medium1,5.9,6.4
48,39,HBA1C_FULL,TD4C_KL5,3,Medium2,6.4,7.7
49,39,HBA1C_FULL,TD4C_KL5,4,Medium3,7.7,10.6
50,39,HBA1C_FULL,TD4C_KL5,5,High,10.6,222.7
51,40,LDL_FULL,TD4C_KL5,1,Low,2.8,70
52,40,LDL_FULL,TD4C_KL5,2,Medium1,70,102
53,40,LDL_FULL,TD4C_KL5,3,Medium2,102,137
54,40,LDL_FULL,TD4C_KL5,4,Medium3,137,156
55,40,LDL_FULL,TD4C_KL5,5,High,156,328.39999
56,41,Cholesterol_FULL,TD4C_KL5,1,Low,64,149
57,41,Cholesterol_FULL,TD4C_KL5,2,Medium1,149,163
58,41,Cholesterol_FULL,TD4C_KL5,3,Medium2,163,207
59,41,Cholesterol_FULL,TD4C_KL5,4,Medium3,207,254
60,41,Cholesterol_FULL,TD4C_KL5,5,High,254,557
61,42,Glucose_FULL,TD4C_KL5,1,Low,28,101
62,42,Glucose_FULL,TD4C_KL5,2,Medium1,101,138
63,42,Glucose_FULL,TD4C_KL5,3,Medium2,138,181
64,42,Glucose_FULL,TD4C_KL5,4,Medium3,181,250
65,42,Glucose_FULL,TD4C_KL5,5,High,250,1453
66,43,Albumin_FULL,TD4C_KL5,1,Low,2,3.6
67,43,Albumin_FULL,TD4C_KL5,2,Medium1,3.6,4.03
68,43,Albumin_FULL,TD4C_KL5,3,Medium2,4.03,4.1
69,43,Albumin_FULL,TD4C_KL5,4,Medium3,4.1,4.41
70,43,Albumin_FULL,TD4C_KL5,5,High,4.41,5.8
71,44,Creatinine_FULL,TD4C_KL5,1,Low,0.2,0.59
72,44,Creatinine_FULL,TD4C_KL5,2,Medium1,0.59,0.96
73,44,Creatinine_FULL,TD4C_KL5,3,Medium2,0.96,1.08
74,44,Creatinine_FULL,TD4C_KL5,4,Medium3,1.08,1.28
75,44,Creatinine_FULL,TD4C_KL5,5,High,1.28,15.4
