StateID,TemporalPropertyID,TemporalPropertyName,MethodName,BinID,BinLabel,BinFrom,BinTo
1,1,Diabetes,TD4C_KL3,1,Low,0.43,15
2,1,Diabetes,TD4C_KL3,2,Medium,15,35.7
3,1,Diabetes,TD4C_KL3,3,High,35.7,242.4
4,2,BetaBlockers,TD4C_KL3,1,Low,0.33,15
5,2,BetaBlockers,TD4C_KL3,2,Medium,15,17.64
6,2,BetaBlockers,TD4C_KL3,3,High,17.64,239.4
7,3,CCB,TD4C_KL3,1,Low,1,39.6
8,3,CCB,TD4C_KL3,2,Medium,39.6,60
9,3,CCB,TD4C_KL3,3,High,60,270
10,4,Other,TD4C_KL3,1,Low,0.5,33.75
11,4,Other,TD4C_KL3,2,Medium,33.75,48
12,4,Other,TD4C_KL3,3,High,48,377.2
13,5,Statins,TD4C_KL3,1,Low,0.67,20.1
14,5,Statins,TD4C_KL3,2,Medium,20.1,40.2
15,5,Statins,TD4C_KL3,3,High,40.2,500.1
16,6,Ace,TD4C_KL3,1,Low,2.5,28
17,6,Ace,TD4C_KL3,2,Medium,28,112
18,6,Ace,TD4C_KL3,3,High,112,373.52
19,39,HBA1C_FULL,TD4C_KL3,1,Low,3.9,6.17
20,39,HBA1C_FULL,TD4C_KL3,2,Medium,6.17,8.3
21,39,HBA1C_FULL,TD4C_KL3,3,High,8.3,222.7
22,40,LDL_FULL,TD4C_KL3,1,Low,2.8,89
23,40,LDL_FULL,TD4C_KL3,2,Medium,89,168
24,40,LDL_FULL,TD4C_KL3,3,High,168,328.39999
25,41,Cholesterol_FULL,TD4C_KL3,1,Low,64,168
26,41,Cholesterol_FULL,TD4C_KL3,2,Medium,168,227
27,41,Cholesterol_FULL,TD4C_KL3,3,High,227,557
28,42,Glucose_FULL,TD4C_KL3,1,Low,28,99
29,42,Glucose_FULL,TD4C_KL3,2,Medium,99,168
30,42,Glucose_FULL,TD4C_KL3,3,High,168,1453
31,43,Albumin_FULL,TD4C_KL3,1,Low,2,4.2
32,43,Albumin_FULL,TD4C_KL3,2,Medium,4.2,4.41
33,43,Albumin_FULL,TD4C_KL3,3,High,4.41,5.8
34,44,Creatinine_FULL,TD4C_KL3,1,Low,0.2,0.81
35,44,Creatinine_FULL,TD4C_KL3,2,Medium,0.81,1.01
36,44,Creatinine_FULL,TD4C_KL3,3,High,1.01,15.4
