StateID,TemporalPropertyID,TemporalPropertyName,MethodName,BinID,BinLabel,BinFrom,BinTo
1,1,NewInsulin,TD4C_Ent5,1,Low,7.5,33.875
2,1,NewInsulin,TD4C_Ent5,2,Medium1,33.875,37.5
3,1,NewInsulin,TD4C_Ent5,3,Medium2,37.5,37.5
4,1,NewInsulin,TD4C_Ent5,4,Medium3,37.5,37.5
5,1,NewInsulin,TD4C_Ent5,5,High,37.5,150
6,2,OldInsulin,TD4C_Ent5,1,Low,25,29.1666666666667
7,2,OldInsulin,TD4C_Ent5,2,Medium1,29.1666666666667,50
8,2,OldInsulin,TD4C_Ent5,3,Medium2,50,56.25
9,2,OldInsulin,TD4C_Ent5,4,Medium3,56.25,75
10,2,OldInsulin,TD4C_Ent5,5,High,75,150
11,3,Oral,TD4C_Ent5,1,Low,0.43,12.9
12,3,Oral,TD4C_Ent5,2,Medium1,12.9,32.25
13,3,Oral,TD4C_Ent5,3,Medium2,32.25,38.7
14,3,Oral,TD4C_Ent5,4,Medium3,38.7,42.9
15,3,Oral,TD4C_Ent5,5,High,42.9,231.6
16,4,BetaBlockers,TD4C_Ent5,1,Low,0.33,9.9
17,4,BetaBlockers,TD4C_Ent5,2,Medium1,9.9,9.9
18,4,BetaBlockers,TD4C_Ent5,3,Medium2,9.9,9.9
19,4,BetaBlockers,TD4C_Ent5,4,Medium3,9.9,13.4
20,4,BetaBlockers,TD4C_Ent5,5,High,13.4,239.4
21,5,CCB,TD4C_Ent5,1,Low,1,15.3
22,5,CCB,TD4C_Ent5,2,Medium1,15.3,30
23,5,CCB,TD4C_Ent5,3,Medium2,30,30
24,5,CCB,TD4C_Ent5,4,Medium3,30,30
25,5,CCB,TD4C_Ent5,5,High,30,270
26,6,Other,TD4C_Ent5,1,Low,0.5,48
27,6,Other,TD4C_Ent5,2,Medium1,48,58
28,6,Other,TD4C_Ent5,3,Medium2,58,60
29,6,Other,TD4C_Ent5,4,Medium3,60,60.7360000000001
30,6,Other,TD4C_Ent5,5,High,60.7360000000001,377.2
31,7,Statins1,TD4C_Ent5,1,Low,1,20.1
32,7,Statins1,TD4C_Ent5,2,Medium1,20.1,20.1
33,7,Statins1,TD4C_Ent5,3,Medium2,20.1,30
34,7,Statins1,TD4C_Ent5,4,Medium3,30,37.24
35,7,Statins1,TD4C_Ent5,5,High,37.24,480
36,8,Statins2,TD4C_Ent5,1,Low,0.67,9.9
37,8,Statins2,TD4C_Ent5,2,Medium1,9.9,19.8
38,8,Statins2,TD4C_Ent5,3,Medium2,19.8,30.15
39,8,Statins2,TD4C_Ent5,4,Medium3,30.15,40.2
40,8,Statins2,TD4C_Ent5,5,High,40.2,80.4
41,9,Ace1,TD4C_Ent5,1,Low,2.5,15
42,9,Ace1,TD4C_Ent5,2,Medium1,15,28
43,9,Ace1,TD4C_Ent5,3,Medium2,28,112
44,9,Ace1,TD4C_Ent5,4,Medium3,112,120
45,9,Ace1,TD4C_Ent5,5,High,120,373.52
46,39,HBA1C_FULL,TD4C_Ent5,1,Low,3.9,7.9
47,39,HBA1C_FULL,TD4C_Ent5,2,Medium1,7.9,8.3
48,39,HBA1C_FULL,TD4C_Ent5,3,Medium2,8.3,8.84
49,39,HBA1C_FULL,TD4C_Ent5,4,Medium3,8.84,10.6
50,39,HBA1C_FULL,TD4C_Ent5,5,High,10.6,222.7
51,40,LDL_FULL,TD4C_Ent5,1,Low,2.8,68.8
52,40,LDL_FULL,TD4C_Ent5,2,Medium1,68.8,77
53,40,LDL_FULL,TD4C_Ent5,3,Medium2,77,84.9
54,40,LDL_FULL,TD4C_Ent5,4,Medium3,84.9,89
55,40,LDL_FULL,TD4C_Ent5,5,High,89,328.39999
56,41,Cholesterol_FULL,TD4C_Ent5,1,Low,64,138
57,41,Cholesterol_FULL,TD4C_Ent5,2,Medium1,138,155
58,41,Cholesterol_FULL,TD4C_Ent5,3,Medium2,155,162
59,41,Cholesterol_FULL,TD4C_Ent5,4,Medium3,162,168
60,41,Cholesterol_FULL,TD4C_Ent5,5,High,168,557
61,42,Glucose_FULL,TD4C_Ent5,1,Low,28,84
62,42,Glucose_FULL,TD4C_Ent5,2,Medium1,84,94
63,42,Glucose_FULL,TD4C_Ent5,3,Medium2,94,99
64,42,Glucose_FULL,TD4C_Ent5,4,Medium3,99,107
65,42,Glucose_FULL,TD4C_Ent5,5,High,107,1453
66,43,Albumin_FULL,TD4C_Ent5,1,Low,2,4.33
67,43,Albumin_FULL,TD4C_Ent5,2,Medium1,4.33,4.41
68,43,Albumin_FULL,TD4C_Ent5,3,Medium2,4.41,4.5
69,43,Albumin_FULL,TD4C_Ent5,4,Medium3,4.5,4.61
70,43,Albumin_FULL,TD4C_Ent5,5,High,4.61,5.8
71,44,Creatinine_FULL,TD4C_Ent5,1,Low,0.2,0.6
72,44,Creatinine_FULL,TD4C_Ent5,2,Medium1,0.6,0.69
73,44,Creatinine_FULL,TD4C_Ent5,3,Medium2,0.69,0.74
74,44,Creatinine_FULL,TD4C_Ent5,4,Medium3,0.74,0.81
75,44,Creatinine_FULL,TD4C_Ent5,5,High,0.81,15.4
