StateID,TemporalPropertyID,TemporalPropertyName,MethodName,BinID,BinLabel,BinFrom,BinTo
1,1,Diabetes,TD4C_Ent5,1,Low,0.43,27.9
2,1,Diabetes,TD4C_Ent5,2,Medium1,27.9,37.5
3,1,Diabetes,TD4C_Ent5,3,Medium2,37.5,40.8
4,1,Diabetes,TD4C_Ent5,4,Medium3,40.8,52.5
5,1,Diabetes,TD4C_Ent5,5,High,52.5,242.4
6,2,BetaBlockers,TD4C_Ent5,1,Low,0.33,10.2
7,2,BetaBlockers,TD4C_Ent5,2,Medium1,10.2,17.64
8,2,BetaBlockers,TD4C_Ent5,3,Medium2,17.64,39.9
9,2,BetaBlockers,TD4C_Ent5,4,Medium3,39.9,40.2
10,2,BetaBlockers,TD4C_Ent5,5,High,40.2,239.4
11,3,CCB,TD4C_Ent5,1,Low,1,15.3
12,3,CCB,TD4C_Ent5,2,Medium1,15.3,30
13,3,CCB,TD4C_Ent5,3,Medium2,30,30
14,3,CCB,TD4C_Ent5,4,Medium3,30,30
15,3,CCB,TD4C_Ent5,5,High,30,240
16,4,Other,TD4C_Ent5,1,Low,0.5,47.1
17,4,Other,TD4C_Ent5,2,Medium1,47.1,56
18,4,Other,TD4C_Ent5,3,Medium2,56,60
19,4,Other,TD4C_Ent5,4,Medium3,60,77.0060000000001
20,4,Other,TD4C_Ent5,5,High,77.0060000000001,377.2
21,5,Statins,TD4C_Ent5,1,Low,0.67,20.1
22,5,Statins,TD4C_Ent5,2,Medium1,20.1,20.1
23,5,Statins,TD4C_Ent5,3,Medium2,20.1,20.1
24,5,Statins,TD4C_Ent5,4,Medium3,20.1,20.1
25,5,Statins,TD4C_Ent5,5,High,20.1,500.1
26,6,Ace,TD4C_Ent5,1,Low,2.5,15
27,6,Ace,TD4C_Ent5,2,Medium1,15,15
28,6,Ace,TD4C_Ent5,3,Medium2,15,15
29,6,Ace,TD4C_Ent5,4,Medium3,15,60
30,6,Ace,TD4C_Ent5,5,High,60,373.52
31,39,HBA1C_FULL,TD4C_Ent5,1,Low,3.9,7.7
32,39,HBA1C_FULL,TD4C_Ent5,2,Medium1,7.7,8.3
33,39,HBA1C_FULL,TD4C_Ent5,3,Medium2,8.3,8.82
34,39,HBA1C_FULL,TD4C_Ent5,4,Medium3,8.82,10.5
35,39,HBA1C_FULL,TD4C_Ent5,5,High,10.5,222.7
36,40,LDL_FULL,TD4C_Ent5,1,Low,2.8,131
37,40,LDL_FULL,TD4C_Ent5,2,Medium1,131,140.2
38,40,LDL_FULL,TD4C_Ent5,3,Medium2,140.2,149
39,40,LDL_FULL,TD4C_Ent5,4,Medium3,149,164
40,40,LDL_FULL,TD4C_Ent5,5,High,164,328.39999
41,41,Cholesterol_FULL,TD4C_Ent5,1,Low,64,207
42,41,Cholesterol_FULL,TD4C_Ent5,2,Medium1,207,219
43,41,Cholesterol_FULL,TD4C_Ent5,3,Medium2,219,230
44,41,Cholesterol_FULL,TD4C_Ent5,4,Medium3,230,256
45,41,Cholesterol_FULL,TD4C_Ent5,5,High,256,557
46,42,Glucose_FULL,TD4C_Ent5,1,Low,28,153
47,42,Glucose_FULL,TD4C_Ent5,2,Medium1,153,170
48,42,Glucose_FULL,TD4C_Ent5,3,Medium2,170,193
49,42,Glucose_FULL,TD4C_Ent5,4,Medium3,193,237
50,42,Glucose_FULL,TD4C_Ent5,5,High,237,802
51,43,Albumin_FULL,TD4C_Ent5,1,Low,2,4.32
52,43,Albumin_FULL,TD4C_Ent5,2,Medium1,4.32,4.43
53,43,Albumin_FULL,TD4C_Ent5,3,Medium2,4.43,4.59
54,43,Albumin_FULL,TD4C_Ent5,4,Medium3,4.59,4.7
55,43,Albumin_FULL,TD4C_Ent5,5,High,4.7,5.8
56,44,Creatinine_FULL,TD4C_Ent5,1,Low,0.28,1.05
57,44,Creatinine_FULL,TD4C_Ent5,2,Medium1,1.05,1.1
58,44,Creatinine_FULL,TD4C_Ent5,3,Medium2,1.1,1.2
59,44,Creatinine_FULL,TD4C_Ent5,4,Medium3,1.2,1.3
60,44,Creatinine_FULL,TD4C_Ent5,5,High,1.3,11.8
