StateID,TemporalPropertyID,TemporalPropertyName,MethodName,BinID,BinLabel,BinFrom,BinTo
1,1,Diabetes,TD4C_Ent5,1,Low,0.43,15
2,1,Diabetes,TD4C_Ent5,2,Medium1,15,15
3,1,Diabetes,TD4C_Ent5,3,Medium2,15,24.08
4,1,Diabetes,TD4C_Ent5,4,Medium3,24.08,55.8
5,1,Diabetes,TD4C_Ent5,5,High,55.8,242.4
6,2,BetaBlockers,TD4C_Ent5,1,Low,0.33,9.9
7,2,BetaBlockers,TD4C_Ent5,2,Medium1,9.9,10.2
8,2,BetaBlockers,TD4C_Ent5,3,Medium2,10.2,18.9
9,2,BetaBlockers,TD4C_Ent5,4,Medium3,18.9,20.1
10,2,BetaBlockers,TD4C_Ent5,5,High,20.1,239.4
11,3,CCB,TD4C_Ent5,1,Low,1,15.348
12,3,CCB,TD4C_Ent5,2,Medium1,15.348,22.5
13,3,CCB,TD4C_Ent5,3,Medium2,22.5,60
14,3,CCB,TD4C_Ent5,4,Medium3,60,60
15,3,CCB,TD4C_Ent5,5,High,60,270
16,4,Other,TD4C_Ent5,1,Low,0.5,21
17,4,Other,TD4C_Ent5,2,Medium1,21,28
18,4,Other,TD4C_Ent5,3,Medium2,28,30
19,4,Other,TD4C_Ent5,4,Medium3,30,78.2
20,4,Other,TD4C_Ent5,5,High,78.2,377.2
21,5,Statins,TD4C_Ent5,1,Low,0.67,20.1
22,5,Statins,TD4C_Ent5,2,Medium1,20.1,40.05
23,5,Statins,TD4C_Ent5,3,Medium2,40.05,60
24,5,Statins,TD4C_Ent5,4,Medium3,60,80.1
25,5,Statins,TD4C_Ent5,5,High,80.1,500.1
26,6,Ace,TD4C_Ent5,1,Low,2.5,15
27,6,Ace,TD4C_Ent5,2,Medium1,15,15
28,6,Ace,TD4C_Ent5,3,Medium2,15,15.2250000000004
29,6,Ace,TD4C_Ent5,4,Medium3,15.2250000000004,30
30,6,Ace,TD4C_Ent5,5,High,30,373.52
31,39,HBA1C_FULL,TD4C_Ent5,1,Low,3.9,8.1
32,39,HBA1C_FULL,TD4C_Ent5,2,Medium1,8.1,8.5
33,39,HBA1C_FULL,TD4C_Ent5,3,Medium2,8.5,9.11
34,39,HBA1C_FULL,TD4C_Ent5,4,Medium3,9.11,10.6
35,39,HBA1C_FULL,TD4C_Ent5,5,High,10.6,222.7
36,40,LDL_FULL,TD4C_Ent5,1,Low,2.8,121
37,40,LDL_FULL,TD4C_Ent5,2,Medium1,121,128.8
38,40,LDL_FULL,TD4C_Ent5,3,Medium2,128.8,139.8
39,40,LDL_FULL,TD4C_Ent5,4,Medium3,139.8,156
40,40,LDL_FULL,TD4C_Ent5,5,High,156,328.39999
41,41,Cholesterol_FULL,TD4C_Ent5,1,Low,64,217
42,41,Cholesterol_FULL,TD4C_Ent5,2,Medium1,217,224
43,41,Cholesterol_FULL,TD4C_Ent5,3,Medium2,224,234
44,41,Cholesterol_FULL,TD4C_Ent5,4,Medium3,234,251
45,41,Cholesterol_FULL,TD4C_Ent5,5,High,251,557
46,42,Glucose_FULL,TD4C_Ent5,1,Low,28,85
47,42,Glucose_FULL,TD4C_Ent5,2,Medium1,85,96
48,42,Glucose_FULL,TD4C_Ent5,3,Medium2,96,187
49,42,Glucose_FULL,TD4C_Ent5,4,Medium3,187,225
50,42,Glucose_FULL,TD4C_Ent5,5,High,225,1453
51,43,Albumin_FULL,TD4C_Ent5,1,Low,2,4.4
52,43,Albumin_FULL,TD4C_Ent5,2,Medium1,4.4,4.41
53,43,Albumin_FULL,TD4C_Ent5,3,Medium2,4.41,4.6
54,43,Albumin_FULL,TD4C_Ent5,4,Medium3,4.6,4.7
55,43,Albumin_FULL,TD4C_Ent5,5,High,4.7,5.8
56,44,Creatinine_FULL,TD4C_Ent5,1,Low,0.2,0.56
57,44,Creatinine_FULL,TD4C_Ent5,2,Medium1,0.56,1.1
58,44,Creatinine_FULL,TD4C_Ent5,3,Medium2,1.1,1.15
59,44,Creatinine_FULL,TD4C_Ent5,4,Medium3,1.15,1.3
60,44,Creatinine_FULL,TD4C_Ent5,5,High,1.3,15.4
