StateID,TemporalPropertyID,TemporalPropertyName,MethodName,BinID,BinLabel,BinFrom,BinTo
1,1,Diabetes,TD4C_KL3,1,Low,0.43,24.08
2,1,Diabetes,TD4C_KL3,2,Medium,24.08,55.8
3,1,Diabetes,TD4C_KL3,3,High,55.8,242.4
4,2,BetaBlockers,TD4C_KL3,1,Low,0.33,6.7
5,2,BetaBlockers,TD4C_KL3,2,Medium,6.7,9.9
6,2,BetaBlockers,TD4C_KL3,3,High,9.9,239.4
7,3,CCB,TD4C_KL3,1,Low,1,15.3
8,3,CCB,TD4C_KL3,2,Medium,15.3,20.1
9,3,CCB,TD4C_KL3,3,High,20.1,270
10,4,Other,TD4C_KL3,1,Low,0.5,21
11,4,Other,TD4C_KL3,2,Medium,21,28
12,4,Other,TD4C_KL3,3,High,28,377.2
13,5,Statins,TD4C_KL3,1,Low,0.67,37.38
14,5,Statins,TD4C_KL3,2,Medium,37.38,60
15,5,Statins,TD4C_KL3,3,High,60,500.1
16,6,Ace,TD4C_KL3,1,Low,2.5,15
17,6,Ace,TD4C_KL3,2,Medium,15,15
18,6,Ace,TD4C_KL3,3,High,15,373.52
19,39,HBA1C_FULL,TD4C_KL3,1,Low,3.9,6.46
20,39,HBA1C_FULL,TD4C_KL3,2,Medium,6.46,8.1
21,39,HBA1C_FULL,TD4C_KL3,3,High,8.1,222.7
22,40,LDL_FULL,TD4C_KL3,1,Low,2.8,72
23,40,LDL_FULL,TD4C_KL3,2,Medium,72,121
24,40,LDL_FULL,TD4C_KL3,3,High,121,328.39999
25,41,Cholesterol_FULL,TD4C_KL3,1,Low,64,155
26,41,Cholesterol_FULL,TD4C_KL3,2,Medium,155,251
27,41,Cholesterol_FULL,TD4C_KL3,3,High,251,557
28,42,Glucose_FULL,TD4C_KL3,1,Low,28,96
29,42,Glucose_FULL,TD4C_KL3,2,Medium,96,147
30,42,Glucose_FULL,TD4C_KL3,3,High,147,1453
31,43,Albumin_FULL,TD4C_KL3,1,Low,2,4.3
32,43,Albumin_FULL,TD4C_KL3,2,Medium,4.3,4.33
33,43,Albumin_FULL,TD4C_KL3,3,High,4.33,5.8
34,44,Creatinine_FULL,TD4C_KL3,1,Low,0.2,0.56
35,44,Creatinine_FULL,TD4C_KL3,2,Medium,0.56,1.1
36,44,Creatinine_FULL,TD4C_KL3,3,High,1.1,15.4
